drug name,drug class
Lomitapide,Antilipemic Agents
Lomustine,Antineoplastic Agents|Alkylating Agents
Lonafarnib,"Genetic Disease Agents,|Protein Kinase Inhibitors"
LoopDiuretics,Diuretics
Loperamide,Gastrointestinal Agents|Opioids
Lopinavir,Antiviral Agents
LoratadineDesloratad,Antihistamines
Lorazepam,Sedatives and Hypnotics|Benzodiazepines
Lorcaserin,Weight Loss Agents
Lorlatinib,Antineoplastic Agents|Protein Kinase Inhibitors
Losartan,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Lovastatin,Antilipemic Agents
Loxapine,Antipsychotic Agents
Lubiprostone,Gastrointestinal Agents
Lumasiran,"Genetic Disorder Agents, siRNA and Antisense Agents"
Lumateperone,Antipsychotic Agents
Lurasidone,Antipsychotic Agents
Lurbinectedin,Antineoplastic Agents|Alkylating Agents
Luspatercept,Hematologic Agents
Maca,Herbal and Dietary Supplements
Macitentan,Pulmonary Arterial Hypertension Agents
MacrolideAntibiotics,Antiinfective Agents
MacularDegenerAgents,Macular Degeneration Agents|Monoclonal Antibodies
Maralixibat,Ileal Bile Acid Transporter (IBAT) Inhibitors
Maraviroc,Antiviral Agents
MargosaOil,Herbal and Dietary Supplements
Maribavir,Antiviral Agents
Marijuana,Sedatives and Hypnotics|Antiemetic Agents
Mavyret,Antiviral Agents|Hepatitis C Agents
Mebendazole,Anthelmintic Agents
Mechlorethamine,Antineoplastic Agents|Alkylating Agents
Meclizine,Antihistamines
MefenamicAcid,Nonsteroidal Antiinflammatory Drugs
Mefloquine,Antimalarial Agents
Melatonin,Herbal and Dietary Supplements|Sedatives and Hypnotics
Meloxicam,Nonsteroidal Antiinflammatory Drugs|Piroxicam
Melphalan,Antineoplastic Agents|Alkylating Agents
Memantine,Alzheimer Disease Agents
Mepacrine,Antimalarial Agents
Mepenzolate,Anticholinergic Agents
Meperidine,Opioids
Mepolizumab,Antiasthmatic Agents|Monoclonal Antibodies
Meprobamate,Sedatives and Hypnotics
Mercaptopurine,Antineoplastic Agents
Meropenem,Antiinfective Agents|Carbapenems
Mesalamine,Gastrointestinal Agents|Sulfasalazine
Metaxalone,Muscle Relaxants
Metformin,Antidiabetic Agents
Methadone,Opioids
Methenamine,Antiinfective Agents
Methimazole,Antithyroid Agents
Methocarbamol,Muscle Relaxants
Methotrexate,Antineoplastic Agents|Antirheumatic Agents|Gastrointestinal Agents
Methsuximide,Anticonvulsants
Methyldopa,Antihypertensive Agents
Methylphenidate,CNS Stimulants
MetiglinideAnalogues,Antidiabetic Agents
Metoclopramide,Gastrointestinal Agents|Antiemetics
Metoprolol,Beta-Adrenergic Receptor Antagonists
Metronidazole,Antiinfective Agents
Mexiletine,Antiarrhythmic Agents
Midazolam,Sedatives and Hypnotics|Benzodiazepines
Midostaurin,Antineoplastic Agents|Protein Kinase Inhibitors
Mifepristone,"Obstetrical and Gynecological Agents, Pregnancy Termination Agents"
Migalastat,Genetic Disorder Agents
Miglitol,Antidiabetic Agents
Miglustat,Gaucher Disease Agents
MilkThistle,Herbal and Dietary Supplements
MilnacipranLevomilna,Antidepressants
Miltefosine,Antiinfective Agents
Minocycline,Antiinfective Agents|Tetracyclines
Minoxidil,Antihypertensive Agents
Mirabegron,"Urologic Agents, Overactive Bladder Syndrome Agents"
Mirtazapine,Antidepressant Agents
Mistletoe,Herbal and Dietary Supplements
Mitomycin,Antineoplastic Agents
Mitotane,Antineoplastic Agents
ModafinilArmodafinil,CNS Stimulants
Moexipril,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Mogamulizumab,Antineoplastic Agents|Monoclonal Antibodies
Molindone,Antipsychotic Agents
Molnupiravir,Antiviral Agents
Montelukast,Antiasthmatic Agents
Morphine,Opioids
MoveFree,Herbal and Dietary Supplements
MoxetumomabPasudotox,Antineoplastic Agents|Monoclonal Antibodies
Moxifloxacin,Antiinfective Agents
Muromonab-CD3,Transplant Agents|Monoclonal Antibodies
Mycophenolate,Transplant Agents|Antirheumatic Agents
Nabilone,Gastrointestinal Agents|Antiemetic Agents
Nabumetone,Nonsteroidal Antiinflammatory Drugs
Nadolol,Beta-Adrenergic Receptor Antagonists
Nafcillin,Penicillin (Penicillinase-Resistant)
Naldemedine,Gastrointestinal Agents|Opioid Antagonists|Substance Abuse Treatment Agents
Nalmefene,Opioid Antagonists; see also|Substance Abuse Treatment Agents
Naloxegol,Gastrointestinal Agents|Opioid Antagonists|Substance Abuse Treatment Agents
Naloxone,Opioid Antagonists; see also|Substance Abuse Treatment Agents
Naltrexone,Substance Abuse Treatment Agents
NaltrexoneBupropion,Weight Loss Agents
Naproxen,Nonsteroidal Antiinflammatory Drugs
Natalizumab,Gastrointestinal Agents|Monoclonal Antibodies|Multiple Sclerosis Agents
Nateglinide,Antidiabetic Agents
Nebivolol,Beta-Adrenergic Receptor Antagonists
Necitumumab,Antineoplastic Agents|Monoclonal Antibodies
Nefazodone,Antidepressant Agents
Nelarabine,Antineoplastic Agents
Nelfinavir,Antiviral Agents
Neomycin,Aminoglycosides
Neratinib,Antineoplastic Agents|Protein Kinase Inhibitors
Nevirapine,Antiviral Agents
Niacin,Antilipemic Agents|Vitamins
Nicardipine,"Cardiovascular Agents,|Calcium Channel Blockers"
Nicotine,Substance Abuse Treatment Agents
Nifedipine,"Cardiovascular Agents,|Calcium Channel Blockers"
Nilotinib,Antineoplastic Agents|Protein Kinase Inhibitors
Nilutamide,Antineoplastic Agents|Antiandrogens
Nimesulide,Nonsteroidal Antiinflammatory Drugs
Nimodipine,"Cardiovascular Agents,|Calcium Channel Blockers"
Nintedanib,Pulmonary Fibrosis Agents
Niraparib,Antineoplastic Agents|Protein Kinase Inhibitors
Nisoldipine,"Cardiovascular Agents,|Calcium Channel Blockers"
Nitazoxanide,Anthelmintic Agents
Nitisinone,"Genetic Disorder Agents (Liver Diseases), Enzyme Inhibitors"
Nitrofurantoin,Antiinfective Agents
Nitroprusside,Antihypertensive Agents
Nivolumab,Antineoplastic Agents|Monoclonal Antibodies
Nizatidine,Antiulcer Agents
Noni,Herbal and Dietary Supplements
Norfloxacin,Antiinfective Agents
Nortriptyline,Antidepressant Agents
NuxVomica,Herbal and Dietary Supplements
Nystatin,Antifungal Agents
ObeticholicAcid,Gastrointestinal Agents|Bile Acids
Ocrelizumab,Multiple Sclerosis Agents|Monoclonal Antibodies
Octreotide,Hormonal Agents;|Antineoplastic Agents|Gastrointestinal Agents
Odevixibat,Ileal Bile Acid Transporter (IBAT) Inhibitors
Ofatumumab,Antineoplastic Agents|Monoclonal Antibodies
Ofloxacin,Antiinfective Agents
Olanzapine,Antipsychotic Agents
Olaparib,Antineoplastic Agents|Protein Kinase Inhibitors
Olaratumab,Antineoplastic Agents|Monoclonal Antibodies
Olmesartan,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Omacetaxine,Antineoplastic Agents
Omadacycline,Antiinfective Agents|Tetracyclines
Omalizumab,Antiasthmatic Agents|Monoclonal Antibodies
Omega3FattyAcids,Herbals and Botanical Supplements|Antilipemic Agents
Omeprazole,Antiulcer Agents
Onasemnogene,Gene Therapy
Opicapone,Parkinson Disease Agents
Oprelvekin,Thrombopoietin Receptor Agonists and Thrombopoiesis Stimulators
OralCephalosporins,"Antiinfective Agents,|Cephalosporins"
Oregano,Herbal and Dietary Supplements
OrganicNitrates,Antiangina Agents
Orlistat,Weight Loss Agents
Orphenadrine,Muscle Relaxants
Oseltamivir,Antiviral Agents
Osimertinib,Antineoplastic Agents|Protein Kinase Inhibitors
Oxacillin,Penicillin (Penicillinase-Resistant)
Oxaliplatin,Antineoplastic Agents|Alkylating Agents
Oxaprozin,Nonsteroidal Antiinflammatory Drugs
Oxazepam,Benzodiazepines
Oxcarbazepine,Anticonvulsants|Carbamazepine
OxyELITEPro,Herbal and Dietary Supplements
Oxybate,CNS Stimulants
Oxybutynin,Anticholinergic Agents
Oxycodone,Opioids
Ozanimod,Multiple Sclerosis Agents
Paclitaxel,Antineoplastic Agents|Taxanes
Palbociclib,Antineoplastic Agents|Protein Kinase Inhibitors
Paliperidone,Antipsychotic Agents
Panitumumab,Antineoplastic Agents|Monoclonal Antibodies
Panobinostat,Antineoplastic Agents
Pantoprazole,Antiulcer Agents
ParenteralCephalospo,"Antiinfective Agents,|Cephalosporins"
Paroxetine,Antidepressant Agents
Pasireotide,Hormonal Agents;|Antineoplastic Agents|Gastrointestinal Agents
Passionflower,Herbal and Dietary Supplements
Patisiran,"Genetic Disorder Agents, siRNA and Antisense Agents"
Paxlovid,Antiviral Agents
Pazopanib,Antineoplastic Agents|Protein Kinase Inhibitors
Pegloticase,Antigout Agents
Pembrolizumab,Antineoplastic Agents|Monoclonal Antibodies
Pemetrexed,Antineoplastic Agents
Pemigatinib,Antineoplastic Agents|Protein Kinase Inhibitors
Penbutolol,Beta-Adrenergic Receptor Antagonists
Penicillamine,Antirheumatic Agents|Chelating Agents|Wilson Disease Agents
PenicillinFirstGen,Antiinfective Agents
PenicillinFourthGen,Antiinfective Agents
PenicillinSecondGen,Antiinfective Agents
PenicillinThirdGen,Antiinfective Agents
PenicilllinGandV,"Antiinfective Agents,|Penicillins (First Generation)"
Pennyroyal,Herbal and Dietary Supplements
Pentamidine,Antifungal Agents
Pentazocine,Opioids
Pentostatin,Antineoplastic Agents
Pentoxifylline,"Cardiovascular Drugs, Intermittent Claudication Agents;|Xanthine Derivatives"
Peramivir,Antiviral Agents
Perampanel,Anticonvulsants
Pergolide,Antiparkinson Agents
Perindopril,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Perphenazine,Antipsychotic Agents
Pertuzumab,Antineoplastic Agents|Monoclonal Antibodies
Pexidartinib,Antineoplastic Agents|Protein Kinase Inhibitors
Phencyclidine,"Agents of Abuse; Anesthetics, General (withdrawn from market)"
Phenelzine,Antidepressant Agents
Phenobarbital,Anticonvulsants|Sedatives and Hypnotics
Phentermine,Weight Loss Agents|Phentermine-Topiramate
PhentermineTopiramat,Weight Loss Agents
Phenylbutyrate,"Genetic Disorder Agents, Urea Cycle Disorder Agents (Hyperammonemia)"
Phenyltoloxamine,Antihistamines
Phenytoin,Anticonvulsants
Pilocarpine,"Sjögren Syndrome Agents, Cholinergic Agents"
Pimavanserin,Antipsychotic Agents
Pimozide,Antipsychotic Agents
Pindolol,Beta-Adrenergic Receptor Antagonists
Pioglitazone,Antidiabetic Agents
Piperacillin,"Antiinfective Agents,|Penicillins (Fourth Generation)"
PiperacillinTazob,"Antiinfective Agents,|Penicillins (Fourth Generation)"
Pirfenidone,Pulmonary Fibrosis Agents
Piroxicam,Nonsteroidal Antiinflammatory Drugs|Meloxicam
Pitavastatin,Antilipemic Agents
Pitolisant,CNS Stimulants
PlatinumCoordination,Antineoplastic Agents|Alkylating Agents
Plazomicin,Aminoglycosides
Plecanatide,Gastrointestinal Agents
Plerixafor,"Hematologic Agents,|Transplant Agents"
Plicamycin,Antineoplastic Agents
Pomalidomide,Antineoplastic Agents
Ponatinib,Antineoplastic Agents|Protein Kinase Inhibitors
Ponesimod,Multiple Sclerosis Agents
Posaconazole,Antifungal Agents
Pralatrexate,Antineoplastic Agents
Pramipexole,Antiparkinson Agents
Pramlintide,Antidiabetic Agents
Prasugrel,Antithrombotic Agents|Antiplatelet Agents
Pravastatin,Antilipemic Agents
Praziquantel,Anthelmintic Agents
Prazosin,Antihypertensive Agents
Pregabalin,Anticonvulsants
Primaquine,Antimalarial Agents
Primidone,Anticonvulsants
Probenecid,Antigout Agents
Procainamide,Antiarrhythmic Agents
Procarbazine,Antineoplastic Agents|Alkylating Agents
Prochlorperazine,Gastrointestinal Agents;|Antipsychotic Agents
Progestins,Obstetrical and Gynecological Agents; Hormonal Agents
Proguanil,Antimalarial Agents
Promethazine,Antihistamines
Propafenone,Antiarrhythmic Agents
Propantheline,Anticholinergic Agents
Propofol,Anesthetic Agents
Propranolol,Beta-Adrenergic Receptor Antagonists
Propylthiouracil,Antithyroid Agents
ProstacyclinAnalogs,Pulmonary Arterial Hypertension Agents
ProtonPumpInhibitors,Antiulcer Agents
Protriptyline,Antidepressant Agents
Prucalopride,Gastrointestinal Agents
Psoralen,"Dermatologic Agents,|Psoriasis Agents"
PurineAnalogues,Antineoplastic Agents
Pyrantel,Anthelmintic Agents
Pyrazinamide,Antituberculosis Agents
PyrimethamineSulfado,Antiinfective Agents|Sulfonamides|Antimalarial Agents
PyrimidineAnalogues,Antineoplastic Agents
Quazepam,Sedatives and Hypnotics|Benzodiazepines
Quercetin,Herbal and Dietary Supplements
Quetiapine,Antipsychotic Agents
Quinapril,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Quinidine,Antiarrhythmic Agents
Quinine,Antimalarial Agents
Quinupristin-Dalfopr,Antiinfective Agents
Rabeprazole,Antiulcer Agents
Raltegravir,Antiviral Agents
Ramelteon,Sedatives and Hypnotics
Ramipril,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Ramucirumab,Antineoplastic Agents|Monoclonal Antibodies
Ranitidine,Antiulcer Agents
Ranolazine,Antiangina Agents
Rasagiline,Antiparkinson Agents
Rasburicase,Antigout Agents
Ravulizumab,"Hematologic Agents,|Monoclonal Antibodies"
RedYeastRice,Herbal and Dietary Supplements
Regorafenib,Antineoplastic Agents|Protein Kinase Inhibitors
Relugolix,Antineoplastic Agents|GnRH Analogues
Remdesivir,Antiviral Agents|Nucleoside Analogues
Repaglinide,Antidiabetic Agents
Reserpine,Antihypertensive Agents
Reslizumab,Antiasthmatic Agents|Monoclonal Antibodies
Resveratrol,Herbal and Dietary Supplements
Retinoids,Dermatologic Agents;|Vitamins
Revefenacin,Anticholinergic Agents
Ribavirin,Antiviral Agents|Nucleoside Analogues|Hepatitis C Agents
Ribociclib,Antineoplastic Agents|Protein Kinase Inhibitors
Rifabutin,Antituberculosis Agents
Rifampin,Antituberculosis Agents
Rifamycin,Antiinfective Agents|Gastrointestinal Agents
Rifapentine,Antituberculosis Agents
Rifaximin,Antiinfective Agents;|Gastrointestinal Agents
Rilonacept,Antirheumatic Agents
Rilpivirine,Antiviral Agents
Riluzole,Alzheimer Disease Agents
Rimantadine,Antiviral Agents
Rimegepant,Migraine Headache Agents
Riociguat,Pulmonary Arterial Hypertension Agents
Risankizumab,Monoclonal Antibodies|Psoriasis Agents
Risperidone,Antipsychotic Agents
Ritonavir,Antiviral Agents
Rituximab,Antineoplastic Agents|Monoclonal Antibodies|Antirheumatic Agents
Rivaroxaban,Antithrombotic Agents|Anticoagulants
Rivastigmine,Alzheimer Disease Agents
Rofecoxib,Nonsteroidal Antiinflammatory Drugs
Roflumilast,"Pulmonary Disease Agents, Chronic Obstructive Pulmonary Disease Agents"
Rolapitant,Gastrointestinal Agents|Antiemetic Agents
Romidepsin,Antineoplastic Agents
Romosozumab,Monoclonal Antibodies
Ropinirole,Antiparkinson Agents
Rosiglitazone,Antidiabetic Agents
Rosuvastatin,Antilipemic Agents
Rotigotine,Antiparkinson Agents
Rucaparib,Antineoplastic Agents|Protein Kinase Inhibitors
Rufinamide,Anticonvulsants
Ruxolitinib,Antineoplastic Agents|Protein Kinase Inhibitors|COVID-19 Drugs
S5HT3RcptAntagonist,Gastrointestinal Agents|Antiemetics
S5HT4RcptAgonist,Gastrointestinal Agents
SERMS,Antineoplastic Agents
SGLT-2_Inhibitors,Antidiabetic Agents
SLIMQUICK,Herbal and Dietary Supplements
SMZ-TMP,Antiinfective Agents|Sulfonamides
Safinamide,Antiparkinson Agents
Salsalate,Salicylates
Saquinavir,Antiviral Agents
Sarecycline,Antiinfective Agents|Tetracyclines
Sarilumab,Antirheumatic Agents|COVID-19 Drugs
SawPalmetto,Herbal and Dietary Supplements
Saxagliptin,Antidiabetic Agents|Incretin-Based Drugs
ScopolamineMethscop,Gastrointestinal Agents|Anticholinergic Agents
Sebelipase,Lysosomal Acid Lipase Deficiency Agents;|Enzyme Replacement Therapy
Secnidazole,Antiinfective Agents
Secukinumab,"Dermatologic Agents,|Psoriasis Agents|Monoclonal Antibodies"
Sedatives_Hypnotics,Sedatives and Hypnotics
Selegiline,Antiparkinson Agents
Selexipag,Pulmonary Arterial Hypertension Agents
Selinexor,Antineoplastic Agents
Selumetinib,"Genetic Disorder Agents,|Antineoplastic Agents|Protein Kinase Inhibitors"
Semaglutide,Antidiabetic Agents
Senna,Herbal and Dietary Supplements
SerotoninRcptAgonist,Migraine Headache Agents
Sertraline,Antidepressant Agents
Sevoflurane,Halogenated Anesthetics
ShoSaikoTo,Herbal and Dietary Supplements|Chinese and Other Asian Herbal Medicines
ShouWuPian,Herbal and Dietary Supplements
Sibutramine,Weight Loss Agents
Sildenafil,PDE5 Inhibitors
Silodosin,Benign Prostatic Hypertrophy Agents
Siltuximab,Monoclonal Antibodies
Simeprevir,Antiviral Agents|Hepatitis C Agents|HCV Protease Inhibitors
Simvastatin,Antilipemic Agents
Siponimod,Multiple Sclerosis Agents
Sirolimus,Transplant Agents|Antirheumatic Agents
Sitagliptin,Antidiabetic Agents|Incretin-Based Drugs
Skullcap,Herbal and Dietary Supplements
SndGenSulfonylureas,Antidiabetic Agents
Sofosbuvir,Antiviral Agents|Hepatitis C Agents
Solifenacin,Anticholinergic Agents
Solriamfetol,CNS Stimulants
Sonidegib,Antineoplastic Agents|Protein Kinase Inhibitors
Sorafenib,Antineoplastic Agents|Protein Kinase Inhibitors
Sotalol,Beta-Adrenergic Receptor Antagonists
Spironolactone,Diuretics
Spirulina,Herbal and Dietary Supplements
StJohnsWort,Herbal and Dietary Supplements
Statins,Antilipemic Agents
Stavudine,Antiviral Agents
StingingNettle,Herbal and Dietary Supplements
Stiripentol,Anticonvulsants
Streptomycin,Antituberculosis Agents|Aminoglycosides
Streptozocin,Antineoplastic Agents
Succimer,Chelating Agents
Sulfadiazine,Antiinfective Agents|Sulfonamides
Sulfasalazine,Antiinfective Agents|Sulfonamides
Sulfonamides,Antiinfective Agents
Sulfonylureas,Antidiabetic Agents
Sulindac,Nonsteroidal Antiinflammatory Drugs
Sunitinib,Antineoplastic Agents|Protein Kinase Inhibitors
Suvorexant,Sedatives and Hypnotics
TNFAntagonists,Antirheumatic Agents|Gastrointestinal Agents|Psoriasis Agents
Tacrine,Alzheimer Disease Agents
Tacrolimus,Transplant Agents|Antirheumatic Agents
Tadalafil,PDE5 Inhibitors
Tafenoquine,Antimalarial Agents
Tagraxofusp,Antineoplastic Agents
Talazoparib,Antineoplastic Agents|Protein Kinase Inhibitors
Tamoxifen,Antineoplastic Agents
Tamsulosin,Benign Prostatic Hypertrophy Agents
Tasimelteon,Sedatives and Hypnotics
Taxanes,Antineoplastic Agents
Teclistamab,Antineoplastic Agents|Monoclonal Antibodies
Tecovirimat,Antiviral Agents
Tedizolid,Antiinfective Agents
Telaprevir,Antiviral Agents|Hepatitis C Agents|HCV Protease Inhibitors
Telbivudine,Antiviral Agents
Telithromycin,Antiinfective Agents|Macrolide Antibiotics
Telmisartan,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Telotristat,Antineoplastic Agents|Gastrointestinal Agents
Temazepam,Sedatives and Hypnotics|Benzodiazepines
Temozolomide,Antineoplastic Agents|Alkylating Agents
Temsirolimus,Antineoplastic Agents|Transplant Drugs
Tenapanor,Gastrointestinal Agents
Tenofovir,Antiviral Agents
Teplizumab,Monoclonal Antibodies|Antidiabetic Agents
Teprotumumab,Monoclonal Antibodies|Antithyroid Agents
Terazosin,Antihypertensive Agents|Benign Prostatic Hypertrophy Agents
Terbinafine,Antifungal Agents
Teriflunomide,Multiple Sclerosis Agents
Teriparatide,"Osteoporosis Agents, Hormonal Agents"
Tesamorelin,Hormonal Agents
Tetrabenazine,"Genetic Disorder Agents, Huntington Disease Agents (for Chorea)"
TetracyclineAndOxyte,Antiinfective Agents|Tetracyclines
Tezepelumab,Antiasthmatic Agents|Monoclonal Antibodies
Thalidomide,Antineoplastic Agents
Thalidomide_Lenalido,Antineoplastic Agents
Theophylline,Antiasthmatic Agents|Xanthine Derivatives
Thiabendazole,Anthelmintic Agents
ThiazideDiuretics,Diuretics
Thiazolidinediones,Antidiabetic Agents
Thioguanine,Antineoplastic Agents
Thioridazine,Antipsychotic Agents
Thiotepa,Antineoplastic Agents|Alkylating Agents
ThrombopoietinRecept,Hematologic Growth Factors
ThyroidHormone,Thyroid Agents
Tiagabine,Anticonvulsants
Ticagrelor,Antithrombotic Agents|Antiplatelet Agents
Ticarcillin,"Antiinfective Agents,|Penicillins (Fourth Generation)"
TicarcillinClavulana,"Antiinfective Agents,|Penicillins (Fourth Generation)"
Ticlopidine,Antithrombotic Agents|Antiplatelet Agents
Tigecycline,Antiinfective Agents|Tetracyclines
Tildrakizumab,"Dermatologic Agents,|Psoriasis Agents|Monoclonal Antibodies"
Timolol,Beta-Adrenergic Receptor Antagonists
Tinidazole,Antiinfective Agents
Tiotropium,Anticholinergic Agents
Tipranavir,Antiviral Agents
Tirzepatide,Antidiabetic Agents
Tizanidine,Muscle Relaxants
Tobramycin,Aminoglycosides
Tocilizumab,Antirheumatic Agents|COVID-19 Drugs
Tofacitinib,Antirheumatic Agents|Protein Kinase Inhibitors|COVID-19 Drugs
Tolcapone,Parkinson Disease Agents
Tolmetin,Nonsteroidal Antiinflammatory Drugs
Tolterodine,Anticholinergic Agents
Tolvaptan,Diuretics
Topiramate,Anticonvulsants
TopoisomeraseInhibit,Antineoplastic Agents
Toremifene,Antineoplastic Agents|Antiestrogens|Selective Estrogen Receptor Modulators
Tositumomab,Antineoplastic Agents|Monoclonal Antibodies
Trabectedin,Antineoplastic Agents|Alkylating Agents
Tralokinumab,"Dermatologic Agents,|Monoclonal Antibodies"
Tramadol,Opioids
Trametinib,Antineoplastic Agents|Protein Kinase Inhibitors|Dabrafenib
Trandolapril,Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors
Tranylcypromine,Antidepressant Agents
Trastuzumab,Antineoplastic Agents|Monoclonal Antibodies
Trazodone,Antidepressant Agents
Tremelimumab,Antineoplastic Agents|Monoclonal Antibodies
Triamterene,Diuretics
Triazolam,Sedatives and Hypnotics|Benzodiazepines
Tribulus,Herbal and Dietary Supplements
Triclabendazole,Anthelmintic Agents
Trientine,Chelating Agents|Wilson Disease Agents
Trifluoperazine,Antipsychotic Agents
Trifluridine,Antineoplastic Agents
Trihexyphenidyl,Antiparkinson Agents
Trimethobenzamide,Gastrointestinal Agents|Antiemetics
Trimetrexate,Antineoplastic Agents
Trimipramine,Antidepressant Agents
Triprolidine,Antihistamines
Triptorelin,Antineoplastic Agents|GnRH Analogues
Trisalicylate,Salicylates
Troglitazone,Antidiabetic Agents
Trospium,Anticholinergic Agents
Turmeric,Herbal and Dietary Supplements
Ubrogepant,Migraine Headache Agents
Upadacitinib,Antirheumatic Agents|Protein Kinase Inhibitors
Ursodiol,Gastrointestinal Agents|Bile Acids
UsnicAcid,Herbal and Dietary Supplements
Ustekinumab,"Dermatological Agents,|Psoriasis Agents|Antirheumatic Agents|Monoclonal Antibodies"
UvaUrsi,Herbal and Dietary Supplements
Valacyclovir,Antiviral Agents
Valerian,Herbal and Dietary Supplements
Valproate,Anticonvulsants
Valsartan,Antihypertensive Agents|Angiotensin II Receptor Antagonists
Vancomycin,Antiinfective Agents
Vandetanib,Antineoplastic Agents|Protein Kinase Inhibitors
Vardenafil,PDE5 Inhibitors
Varenicline,Substance Abuse Treatment Agents
Vedolizumab,Gastrointestinal Agents|Monoclonal Antibodies
Vemurafenib,Antineoplastic Agents|Protein Kinase Inhibitors
Venetoclax,Antineoplastic Agents
Venlafaxine,Antidepressant Agents
Verapamil,"Cardiovascular Agents,|Calcium Channel Blockers"
ViekiraPak,Antiviral Agents|Hepatitis C Agents
Vigabatrin,Anticonvulsants
Vilazodone,Antidepressant Agents
Viloxazine,Central Nervous System Stimulants|ADHD Agents
Viltolarsen,Genetic Disorder Agents
VincaAlkaloids,Antineoplastic Agents
Vismodegib,Antineoplastic Agents|Protein Kinase Inhibitors
VitaminA,Vitamins
VitaminB,Vitamins
VitaminC,Vitamins
VitaminD,Vitamins
VitaminE,Vitamins
VitaminK,Vitamins
Voclosporin,Immunosuppressive Agents
Vorapaxar,Antithrombotic Agents|Antiplatelet Agents
Voriconazole,Antifungal Agents
Vorinostat,Antineoplastic Agents
Vortioxetine,Antidepressant Agents
Voxelotor,"Genetic Disorder Agents,|Hematologic|Sickle Cell Disease Agents"
Vutrisiran,"Genetic Disorder Agents, siRNA and Antisense Agents"
Warfarin,Antithrombotic Agents|Anticoagulants
XanthineDerivatives,Antiasthmatic Agents
Yohimbine,Herbal and Dietary Supplements
Zafirlukast,Antiasthmatic Agents
Zaleplon,Sedatives and Hypnotics
Zanamivir,Antiviral Agents
Zanubrutinib,Antineoplastic Agents|Protein Kinase Inhibitors
Zepatier,Antiviral Agents|Hepatitis C Agents
Zidovudine,Antiviral Agents
Zileuton,Antiasthmatic Agents
Zinc,Trace Elements and Metals|Chelating Agents|Wilson Disease Agents
Ziprasidone,Antipsychotic Agents
Zolpidem,Sedatives and Hypnotics
Zonisamide,Anticonvulsants
beeprod,Herbal and Dietary Supplements
five-ARIs,Benign Prostatic Hypertrophy Agents
royaljelly,Herbal and Dietary Supplements|Bee Products
