drug name,drug class
Hydrocortisone,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Liraglutide,drug class is Breast Feeding and Lactation and Hypoglycemic Agents and Incretins and Glucagon-Like Peptide-1 Agonists and GLP-1 Agonists.generate smile image.
Exenatide,drug class is Breast Feeding and Lactation and Milk  Human and Hypoglycemic Agents and Incretins and Glucagon-Like Peptide-1 Agonists and GLP-1 Agonists and Anti-Obesity Agents.generate smile image.
Lubiprostone,drug class is Breast Feeding and Lactation and Chloride Channel Agonists and Gastrointestinal Agents and Membrane Transport Modulators and Laxatives.generate smile image.
Pegvaliase,drug class is Breast Feeding and Lactation and Milk  Human and Enzymes and Lyases and Recombinant Proteins and Phenylalanine Ammonia Lyase .generate smile image.
Vitamin A,drug class is Breast Feeding and Lactation and Milk  Human and Vitamins.generate smile image.
Hydroflumethiazide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Lumacaftor and Ivacaftor,drug class is Breast Feeding and Lactation and Milk  Human and Chloride Channel Agonists and Cystic Fibrosis Transmembrane Conductance Regulator Protein Modulator and CFTR Protein Modulator.generate smile image.
Plazomicin,drug class is Breast Feeding and Lactation and Antibacterial Agents and Anti-Infective Agents and Aminoglycosides.generate smile image.
Modafinil,drug class is Breast Feeding and Lactation and Milk  Human and Central Nervous System Stimulants and Wakefulness-Promoting Agents.generate smile image.
Armodafinil,drug class is Breast Feeding and Lactation and Milk  Human and Central Nervous System Stimulants and Wakefulness-Promoting Agents.generate smile image.
Binimetinib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
Encorafenib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors.generate smile image.
Plecanatide,drug class is Breast Feeding and Lactation and Gastrointestinal Agents and Peptides and Guanylyl Cyclase C Agonists and Laxatives.generate smile image.
Netarsudil,drug class is Breast Feeding and Lactation and Antiglaucoma Agents and Rho Kinase Inhibitors.generate smile image.
Baricitinib,drug class is Breast Feeding and Lactation and Milk  Human and Antirheumatic Agents and Enzyme Inhibitors and Janus Kinase Inhibitors and JAK Inhibitors and Signal Transduction Inhibitors and Protein Kinase Inhibitors.generate smile image.
Ampicillin and Sulbactam,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Hydroxyurea,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Antisickling Agents and Enzyme Inhibitors and Nucleic Acid Synthesis Inhibitors.generate smile image.
Bictegravir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Anti-HIV Agents and Anti-Retroviral Agents and HIV Integrase Inhibitors.generate smile image.
Pibrentasvir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and NS5A Inhibitors.generate smile image.
Glecaprevir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Protease Inhibitors.generate smile image.
Roxithromycin,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents and Macrolides.generate smile image.
Flunarizine,drug class is Breast Feeding and Lactation and Milk  Human and Calcium Channel Blockers and Histamine H1 Antagonists and Vasodilator Agents.generate smile image.
Cinnarizine,drug class is Breast Feeding and Lactation and Milk  Human and Calcium Channel Blockers and Histamine H1 Antagonists and Vasodilator Agents.generate smile image.
Ivosidenib,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Enzyme Inhibitors and Protein Kinase Inhibitors and Signal Transduction Inhibitors and Isocitrate Dehydrogenase Inhibitors.generate smile image.
Hydroxyzine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Moxidectin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antiparasitic Agents and Anthelmintics and Antinematodal Agents and Insecticides and Macrolides.generate smile image.
Eravacycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Pemetrexed,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Antimetabolites  Antineoplastic and Antirheumatic Agents and Folic Acid Antagonists and Immunosuppressive Agents.generate smile image.
Doravirine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-HIV Agents and Antiviral Agents and Anti-Retroviral Agents and Reverse Transcriptase Inhibitors.generate smile image.
Segesterone,drug class is Breast Feeding and Lactation and Contraceptive Agents  Female.generate smile image.
Ibuprofen,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Topotecan,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Topoisomerase I Inhibitors.generate smile image.
Imipenem and Cilastatin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Carbapenems.generate smile image.
Duvelisib,drug class is Lactation and Breast Feeding and Antineoplastic Agents and Enzyme Inhibitors and Kinase Inhibitors and Phosphatidylinositol 3-kinases.generate smile image.
Ivacaftor,drug class is Breast Feeding and Lactation and Milk  Human and Chloride Channel Agonists and Cystic Fibrosis Transmembrane Conductance Regulator Protein Modulator and CFTR Protein Modulator.generate smile image.
Tezacaftor and Ivacaftor,drug class is Breast Feeding and Lactation and Milk  Human and Chloride Channel Agonists and Cystic Fibrosis Transmembrane Conductance Regulator Protein Modulator and CFTR Protein Modulator.generate smile image.
Vitamin B,drug class is Breast Feeding and Lactation and Milk  Human and Vitamin B Complex and Vitamins.generate smile image.
Sarecycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Omadacycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Indapamide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Cannabidiol,drug class is Breast feeding and Lactation and Milk  Human and Anticonvulsants and Cannabinoids.generate smile image.
Indomethacin,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Baloxavir,drug class is Breast Feeding and Lactation and Milk  Human and Antiviral Agents and Enzyme Inhibitors.generate smile image.
Iomeprol,drug class is Breast Feeding and Lactation and Milk  Human and Contrast Media and Diagnostic Agents.generate smile image.
Prucalopride,drug class is Breastfeeding and Lactation and Gastrointestinal Agents and Laxatives and Serotonin 5-HT4 Receptor Agonists.generate smile image.
Apremilast,drug class is Breastfeeding and Lactation and Analgesics and Antirheumatic Agents and Enzyme Inhibitors and Phosphodiesterase Inhibitors.generate smile image.
Rasagiline,drug class is Breast Feeding and Lactation and Antiparkinson Agents and Monoamine Oxidase Inhibitors and Neuroprotective Agents.generate smile image.
Tapentadol,drug class is Breastfeeding and Lactation and Analgesic  Opioid and Narcotics.generate smile image.
Apomorphine,drug class is Breastfeeding and Lactation and Milk  Human and Antiparkinson Agents and Dopamine Agents and Dopamine Agonists and Emetics and Gastrointestinal Agents.generate smile image.
Insulin,drug class is Breast Feeding and Lactation and Milk  Human and Hypoglycemic Agents.generate smile image.
Esketamine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressants.generate smile image.
Brexanolone,drug class is Breastfeeding and Lactation and Milk  Human and Antidepressants and Antidepressive Agents and GABA Agents and Hormones and Progesterone Congeners.generate smile image.
Solriamfetol,drug class is Breastfeeding and Lactation and Milk  Human and Adrenergic Agents and Carbamates and Central Nervous System Stimulants and Dopamine Agents and Wakefulness-Promoting Agents.generate smile image.
Bedaquiline,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antitubercular Agents.generate smile image.
Lanreotide,drug class is Breastfeeding and Lactation and Milk  Human and Hormones and Somatostatin Analogs and Derivatives and Antineoplastic Agents  Hormonal.generate smile image.
Pasireotide,drug class is Breastfeeding and Lactation and Milk  Human and Hormones and Somatostatin Analogs and Derivatives.generate smile image.
Tigecycline,drug class is Breastfeeding and Lactation and Anti-infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Siponimod,drug class is Breast Feeding and Lactation and Immunosuppressive Agents and Sphingosine 1 Phosphate Receptor Modulators.generate smile image.
Isoetharine,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Bremelanotide,drug class is Breastfeeding and Lactation and Peptides  Cyclic.generate smile image.
Vitamin C,drug class is Breast Feeding and Lactation and Vitamins.generate smile image.
Selinexor,drug class is Breastfeeding and Lactation  and Antineoplastic Agents.generate smile image.
Ketorolac,drug class is Breast Feeding and Lactation and Milk  Human and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Lepirudin,drug class is Breast Feeding and Lactation and Anticoagulants and Antithrombins.generate smile image.
Levalbuterol,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Levocabastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Levofloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Levothyroxine,drug class is Breast Feeding and Lactation and Milk  Human and Thyroid Hormones.generate smile image.
Liothyronine,drug class is Breast Feeding and Lactation and Thyroid Hormones.generate smile image.
Lomefloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Loxapine,drug class is Breast Feeding and Lactation and Antipsychotic Agents.generate smile image.
Meloxicam,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Mercaptopurine,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Antimetabolites and Immunosuppressive Agents.generate smile image.
Aripiprazole,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Meropenem,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Carbapenems.generate smile image.
Mesoridazine,drug class is Breast Feeding and Lactation and Antipsychotic Agents and Phenothiazines.generate smile image.
Metaproterenol,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Metformin,drug class is Breast Feeding and Lactation and Hypoglycemic Agents and Biguanides.generate smile image.
Methenamine Mandelate,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary and Antibacterial Agents.generate smile image.
Methenamine,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary and Antibacterial Agents.generate smile image.
Methicillin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Methimazole,drug class is Breast Feeding and Lactation and Antithyroid Agents and Thionamides.generate smile image.
Methyclothiazide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Methyldopa,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic alpha-2 Receptor Agonists.generate smile image.
Methylprednisolone,drug class is Breast Feeding and Lactation and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Metolazone,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Mexiletine,drug class is Breast Feeding and Lactation and Milk  Human and Antiarrhythmics.generate smile image.
Minocycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Minoxidil,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Vasodilator Agents.generate smile image.
Mitoxantrone,drug class is Breast Feeding and Lactation and Antineoplastic Agents.generate smile image.
Molindone,drug class is Breast Feeding and Lactation and Antipsychotic Agents.generate smile image.
Azatadine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Moxifloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Nalidixic Acid,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary and Antibacterial Agents and Quinolones.generate smile image.
Nifedipine,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Calcium Channel Blockers and Vasodilator Agents.generate smile image.
Nimodipine,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Calcium Channel Blockers and Vasodilator Agents.generate smile image.
Azathioprine,drug class is Breast Feeding and Lactation and Milk  Human and Immunosuppressive Agents.generate smile image.
Nitrendipine,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Calcium Channel Blockers and Vasodilator Agents.generate smile image.
Nitrofurantoin,drug class is Breast Feeding and Lactation and Anti-Infective Agents  Urinary and Antibacterial Agents and Nitrofurans.generate smile image.
Norfloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Ofloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Olanzapine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Oxytetracycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Penicillamine,drug class is Breast Feeding and Lactation and Antirheumatic Agents.generate smile image.
Penicillin G,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Azelastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Penicillin V,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Perindopril,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin-Converting Enzyme Inhibitors and ACE Inhibitors and ACEIs.generate smile image.
Perphenazine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Phenothiazines.generate smile image.
Phenindamine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Pimozide,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Piperacillin and Tazobactam,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Piperacillin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Pirbuterol,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Piroxicam,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Aztreonam,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Monobactams.generate smile image.
Prednisolone,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Systemic and Corticosteroids  Ophthalmic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Prednisone,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Procaine Penicillin G,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Promethazine,drug class is Breast Feeding and Lactation and Antiemetics and Phenothiazines.generate smile image.
Propylthiouracil,drug class is Breast Feeding and Lactation and Antithyroid Agents and Thionamides.generate smile image.
Pseudoephedrine,drug class is Breast Feeding and Lactation and Adrenergic Agents and Adrenergic Alpha-Agonists and Central Nervous System Stimulants and Sympathomimetics and Vasoconstrictor Agents.generate smile image.
Pyrilamine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Quetiapine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Risperidone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Salmeterol,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Sparfloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Spironolactone,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Diuretics and Mineralocorticoid Receptor Antagonists.generate smile image.
Streptomycin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Aminoglycosides and Antitubercular Agents.generate smile image.
Tacrolimus,drug class is Breast Feeding and Lactation and Milk  Human and Immunosuppressive Agents and Dermatologic Agents.generate smile image.
Beclomethasone,drug class is Breast Feeding and Lactation and Anti-Allergic Agents and Anti-Asthmatic Agents and Corticosteroids  Inhaled and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Tamoxifen,drug class is Breast Feeding and Lactation and Antineoplastic Agents and Estrogen Antagonists.generate smile image.
Terbutaline,drug class is Breast Feeding and Lactation and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Tetracycline,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Tetracyclines.generate smile image.
Theophylline,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Asthmatic Agents and Bronchodilator Agents.generate smile image.
Thiethylperazine,drug class is Breast Feeding and Lactation and Antiemetics and Phenothiazines and Gastrointestinal Agents.generate smile image.
Thioridazine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Phenothiazines.generate smile image.
Thiothixene,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Thioxanthines.generate smile image.
Tobramycin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Aminoglycosides.generate smile image.
Benazepril,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Angiotensin-Converting Enzyme Inhibitors and ACE Inhibitors and ACEIs.generate smile image.
Torsemide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Loop Diuretics.generate smile image.
Triamcinolone,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Trichlormethiazide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Trifluoperazine,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents and Phenothiazines.generate smile image.
Bendroflumethiazide,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Thiazide Diuretics.generate smile image.
Tripelennamine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Triprolidine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Trovafloxacin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Quinolones and Fluoroquinolones.generate smile image.
Valdecoxib,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents.generate smile image.
Vincristine,drug class is Breast Feeding and Lactation and Milk  Human and Antineoplastic Agents and Antimitotic Agents.generate smile image.
Warfarin,drug class is Breast Feeding and Lactation and Anticoagulants.generate smile image.
Benzathine Penicillin G,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents and Penicillins.generate smile image.
Ziprasidone,drug class is Breast Feeding and Lactation and Milk  Human and Antipsychotic Agents.generate smile image.
Acebutolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Atenolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Betaxolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiglaucoma Agents and Antiarrhythmics.generate smile image.
Carvedilol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Chloroquine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antirheumatic Agents and Antiprotozoal Agents.generate smile image.
Epinastine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Esmolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Hydroxychloroquine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antirheumatic Agents and Antiprotozoal Agents.generate smile image.
Labetalol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Levobunolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiglaucoma Agents and Antiarrhythmics.generate smile image.
Lithium,drug class is Breast Feeding and Lactation and Milk  Human and Lithium.generate smile image.
Mefloquine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antimalarials and Antiparasitic Agents and Antiprotozoal Agents.generate smile image.
Metipranolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiglaucoma Agents and Antiarrhythmics.generate smile image.
Metoprolol,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Nadolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Penbutolol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Propranolol,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Pyrimethamine,drug class is Breast Feeding and Lactation and Milk  Human and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents.generate smile image.
Quinine,drug class is Breast Feeding and Lactation and Anti-infective Agents and Antiparasitic Agents and Antimalarials and Antiprotozoal Agents and Foodborne Diseases and Glucosephosphate Dehydrogenase Deficiency.generate smile image.
Sotalol,drug class is Breast Feeding and Lactation and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics.generate smile image.
Timolol,drug class is Breast Feeding and Lactation and Milk  Human and Antihypertensive Agents and Adrenergic Beta-Antagonists and Antiarrhythmics and Antiglaucoma Agents.generate smile image.
Glatiramer,drug class is Breast Feeding and Lactation and Milk  Human and Immunologic Adjuvants.generate smile image.
Trimipramine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Protriptyline,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Betamethasone,drug class is Breast Feeding and Lactation and Milk  Human and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
Phenelzine,drug class is Breast Feeding and Lactation and Antidepressive Agents and Monoamine Oxidase Inhibitors.generate smile image.
Tranylcypromine,drug class is Breast Feeding and Lactation and Antidepressive Agents and Monoamine Oxidase Inhibitors.generate smile image.
Amitriptyline,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Clomipramine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Nortriptyline,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Maprotiline,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Adrenergic Uptake Inhibitors.generate smile image.
Trazodone,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Desipramine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Imipramine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Doxepin,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Tricyclic.generate smile image.
Bitolterol,drug class is Breast Feeding and Lactation and Milk  Human and Anti-Asthmatic Agents and Bronchodilator Agents and Beta Adrenergic Agonists.generate smile image.
Amoxapine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Bupropion,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Second-Generation and Anti-Obesity Agents.generate smile image.
Citalopram,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Fluoxetine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Fluvoxamine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Mirtazapine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Second-Generation.generate smile image.
Nefazodone,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Second-Generation.generate smile image.
Paroxetine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Sertraline,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Serotonin Uptake Inhibitors.generate smile image.
Venlafaxine,drug class is Breast Feeding and Lactation and Milk  Human and Antidepressive Agents and Antidepressive Agents  Second-Generation.generate smile image.
Acetaminophen,drug class is Breast Feeding and Lactation and Analgesics  Non-Narcotic.generate smile image.
Aspirin,drug class is Breast Feeding and Lactation and Analgesic Agents and Nonsteroidal Antiinflammatory Agents and Platelet Aggregation Inhibitors.generate smile image.
Allopurinol,drug class is Breast Feeding and Lactation and Antigout Agents and Enzyme Inhibitors and Gout Suppressants.generate smile image.
Alprazolam,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Azithromycin,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents and Macrolides.generate smile image.
Buprenorphine,drug class is Breast Feeding and Lactation and Milk  Human and Analgesics  Opioid and Narcotics and Narcotic Antagonists.generate smile image.
Butorphanol,drug class is Breast Feeding and Lactation and Analgesics  Opioid and Narcotics and Narcotic Antagonists and Opiates.generate smile image.
Brompheniramine,drug class is Breast Feeding and Lactation and Antihistamines.generate smile image.
Cimetidine,drug class is Breast Feeding and Lactation and Anti-Ulcer Agents and Histamine H2 Antagonists and Gastrointestinal Agents.generate smile image.
Clarithromycin,drug class is Breast Feeding and Lactation and Anti-Bacterial Agents and Anti-Infective Agents and Macrolides.generate smile image.
Clindamycin,drug class is Breast Feeding and Lactation and Anti-Infective Agents and Antibacterial Agents.generate smile image.
Clonazepam,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Benzodiazepines.generate smile image.
Clorazepate,drug class is Breast Feeding and Lactation and Milk  Human and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Clotrimazole,drug class is Breast Feeding and Lactation and Milk  Human and Antifungal Agents and Dermatologic Agents.generate smile image.
Codeine,drug class is Breast Feeding and Lactation and Milk  Human and Analgesic  Opioid and Narcotics and Antitussive Agents.generate smile image.
Colchicine,drug class is Breast Feeding and Lactation and Milk  Human and Antigout Agents and Antimitotic Agents and Gout Suppressants.generate smile image.
Diazepam,drug class is Breast Feeding and Lactation and Milk  Human and Anticonvulsants and Hypnotics and Sedatives and Anti-Anxiety Agents and Benzodiazepines.generate smile image.
Budesonide,drug class is Breast Feeding and Lactation and Anti-Asthmatic Agents and Corticosteroids  Inhaled and Anti-allergic Agents and Corticosteroids  Systemic and Glucocorticoids and Anti-Inflammatory Agents.generate smile image.
